id,speed
136,30.98
160,27.84
65,22.41
48,40.92
86,25.73
191,20.61
126,34.69
134,34.32
134,36.07
134,38.63
42,30.87
101,36.69
196,20.38
186,27.42
62,25.96
106,33.00
40,22.50
157,34.09
50,24.43
73,38.27
130,38.88
82,42.45
61,36.33
7,37.42
25,22.38
148,36.60
69,25.59
90,38.76
30,39.72
134,43.05
27,42.05
149,34.89
70,28.81
1,33.22
198,37.46
176,42.41
125,36.22
120,42.61
17,31.41
137,36.05
148,30.69
165,33.25
87,30.59
178,35.33
69,35.20
186,34.58
134,35.42
170,43.56
153,25.77
87,36.64
17,35.03
29,33.45
95,33.47
14,33.39
79,34.88
146,22.43
72,42.00
126,37.17
60,29.41
187,32.87
150,41.43
60,29.30
94,34.96
45,27.63
138,41.37
30,29.48
163,32.48
20,28.86
141,29.92
157,38.29
186,31.65
114,33.50
140,38.15
180,43.77
158,33.05
102,29.77
54,29.18
4,27.76
186,43.87
141,33.90
82,42.52
111,35.01
54,41.02
141,43.76
107,21.88
168,20.99
105,26.10
148,21.31
142,42.97
41,23.88
52,31.69
50,39.74
22,36.62
49,34.51
155,36.87
42,25.49
68,32.99
72,33.33
179,37.72
69,34.99
29,36.05
151,24.02
164,27.14
10,31.69
4,20.26
76,26.94
101,39.07
61,40.72
75,27.00
55,32.12
85,41.79
5,28.34
185,29.88
80,40.08
3,24.74
193,25.76
41,34.71
34,39.11
143,28.59
124,26.90
46,37.45
79,37.79
7,34.65
40,27.15
178,35.40
25,25.74
114,33.90
150,26.98
178,36.49
5,33.49
144,34.56
143,31.19
121,41.31
30,32.60
161,41.58
48,36.98
180,43.63
166,40.35
178,23.34
129,25.39
31,23.72
56,22.46
184,40.79
104,39.93
168,37.84
190,43.86
76,35.81
176,34.73
41,20.29
89,27.38
80,24.96
112,26.35
39,31.87
38,39.86
155,41.93
118,21.00
13,28.19
189,25.97
122,42.50
29,43.33
127,21.20
3,43.60
114,39.68
43,40.04
198,23.07
6,40.62
171,42.03
44,36.23
65,30.43
191,40.70
181,41.14
128,36.81
93,30.19
171,22.54
37,41.33
8,40.31
2,40.21
127,24.67
9,28.84
6,25.22
45,41.92
108,40.93
28,41.91
38,35.76
74,35.98
54,41.59
32,36.41
131,39.28
155,41.08
48,30.88
28,38.98
170,36.69
175,40.99
137,20.48
153,21.52
145,33.94
95,24.56
11,22.17
106,39.84
152,30.34
195,41.28
193,37.05
198,42.09
89,25.22
37,30.19
28,36.34
113,30.42
52,20.22
105,27.68
66,28.91
142,35.24
161,41.67
60,27.52
60,28.06
80,30.43
21,42.58
198,36.54
10,31.06
81,43.63
93,24.24
32,41.58
91,22.86
114,29.38
65,30.39
5,41.77
196,33.23
182,34.91
40,26.29
45,29.03
74,27.22
198,39.97
144,36.15
89,40.69
193,27.76
56,41.84
96,43.36
29,22.07
171,26.35
59,20.32
9,40.83
192,20.56
190,31.01
112,39.65
29,32.17
116,43.31
141,21.19
51,23.67
78,40.59
59,34.98
69,24.18
179,22.08
133,33.87
99,28.44
178,40.32
122,43.39
11,33.77
49,35.51
57,32.26
15,40.01
33,33.35
33,32.06
24,23.93
4,36.38
175,33.87
142,42.81
22,34.82
94,25.36
7,30.28
193,33.03
171,33.82
169,30.73
95,28.27
143,24.93
109,43.44
79,36.82
73,37.00
196,24.50
18,40.74
95,41.72
130,34.73
137,32.35
150,26.00
36,36.44
63,32.72
19,31.95
175,43.87
135,24.69
127,27.91
129,41.85
67,40.91
191,31.47
99,37.23
87,37.92
62,25.66
150,34.71
12,28.24
22,21.37
124,22.58
149,30.14
166,39.66
2,37.42
61,32.17
57,37.84
5,25.11
159,32.84
154,20.47
167,31.30
177,37.80
186,23.36
162,22.29
106,22.80
45,20.06
54,28.61
132,25.17
196,41.02
10,43.40
139,32.61
12,43.64
39,20.59
29,40.00
194,31.35
38,41.19
145,41.68
137,33.48
37,20.81
62,22.57
65,28.24
153,23.73
112,34.76
111,40.81
83,43.40
175,37.45
127,22.84
36,38.42
103,27.50
56,41.70
178,38.22
37,21.94
5,29.98
98,29.46
184,33.00
22,28.58
82,41.65
40,36.52
114,26.26
100,23.90
134,31.26
11,37.54
118,30.18
76,43.13
137,25.55
114,41.36
181,41.57
190,41.38
127,34.98
156,32.92
138,43.04
188,22.42
152,22.58
32,43.53
49,25.23
110,21.13
135,28.16
100,37.75
192,22.27
63,24.68
175,43.08
186,29.77
75,22.76
59,32.53
74,30.18
184,27.83
163,39.78
127,40.39
1,28.09
188,41.42
99,36.59
125,43.50
98,26.68
169,39.27
99,40.57
111,35.07
68,23.04
98,29.57
131,23.54
110,22.98
51,34.88
155,28.68
187,24.76
46,31.82
87,22.57
197,22.13
195,38.03
66,27.95
109,28.38
98,41.69
37,20.37
107,42.88
191,40.21
53,21.12
155,33.32
19,40.37
48,40.08
69,41.71
180,20.80
42,27.38
36,30.90
92,38.23
135,25.62
120,20.65
54,23.47
22,43.32
64,43.75
54,33.00
102,22.99
161,40.95
61,23.97
184,34.94
142,39.05
81,28.33
118,30.13
106,43.41
119,24.27
155,20.61
86,40.43
182,36.63
115,25.87
69,24.08
172,20.93
104,42.32
128,35.14
111,41.32
9,36.24
71,38.40
13,25.09
161,20.08
60,42.96
20,34.78
144,35.87
20,29.64
18,41.06
198,20.68
142,25.16
21,43.83
36,28.21
55,21.03
30,39.94
94,34.55
118,32.50
127,41.66
68,33.81
7,33.77
3,41.45
146,37.83
129,20.15
198,22.25
30,31.99
14,35.23
25,35.87
134,24.90
9,32.00
178,34.31
16,20.51
156,22.71
185,32.51
156,31.53
75,35.69
21,35.21
56,30.57
172,39.64
80,20.54
194,22.07
33,35.31
172,43.92
1,41.03
21,36.40
42,33.48
128,25.75
11,29.17
195,27.65
149,23.85
18,31.76
13,43.47
70,41.62
164,34.05
124,34.02
72,21.29
26,40.43
113,38.39
80,22.00
157,33.70
28,36.44
64,24.65
34,41.02
193,30.04
11,22.72
47,29.83
140,23.65
60,31.45
54,25.54
24,34.58
129,24.22
112,27.32
55,32.67
14,42.08
59,36.14
142,25.05
70,43.19
58,42.85
71,22.80
80,31.96
53,29.79
28,31.24
33,42.91
14,38.66
14,21.74
115,42.58
74,36.92
69,39.41
74,31.42
126,20.79
86,40.92
160,33.01
57,32.23
156,21.66
62,34.72
48,32.54
47,42.03
138,38.62
67,43.13
16,31.43
144,24.88
164,29.19
110,29.05
73,24.54
175,30.89
171,34.07
185,21.50
106,22.76
10,38.78
54,22.20
162,42.67
176,20.46
37,31.15
136,36.91
141,32.72
76,33.65
35,26.29
188,27.12
128,35.26
132,33.33
157,41.99
5,21.70
19,38.06
90,39.40
141,26.52
8,41.03
166,29.26
36,31.88
174,27.92
24,40.98
167,34.88
113,37.44
82,36.96
194,25.01
127,40.63
32,37.63
128,21.41
133,30.28
88,40.05
29,20.22
95,29.42
168,31.37
143,31.37
22,26.96
40,27.28
181,31.86
5,43.98
170,21.07
146,31.68
166,28.17
175,40.06
92,24.98
117,27.54
69,32.24
58,21.78
97,41.77
172,38.49
50,27.34
157,29.97
120,39.17
194,23.15
74,26.46
116,39.47
112,28.21
62,35.58
73,27.07
20,33.14
123,40.26
82,39.60
164,41.02
151,38.47
5,30.23
92,36.75
159,22.71
196,31.08
24,24.69
153,23.88
81,38.50
115,33.79
64,23.82
135,43.05
15,34.54
1,26.93
194,34.33
97,26.38
77,43.42
15,24.74
159,27.34
80,42.88
114,22.19
129,27.73
33,34.58
158,33.64
181,23.81
117,26.15
116,37.37
93,25.22
16,42.11
38,27.76
165,36.04
40,20.65
119,35.96
37,41.99
62,26.23
95,34.42
124,29.35
46,29.62
152,42.57
88,22.72
167,27.63
94,39.41
35,32.66
70,37.21
78,30.36
182,36.75
144,33.21
193,27.88
89,27.21
38,28.15
21,33.29
108,22.83
57,30.56
102,33.72
26,42.25
157,43.29
164,43.75
30,33.36
95,40.45
107,29.33
48,20.33
143,41.06
194,34.27
92,39.49
173,41.41
125,30.96
161,43.74
172,34.59
26,22.03
185,43.64
155,34.17
111,28.51
37,41.04
193,33.09
64,43.00
196,21.09
16,26.47
10,22.00
132,31.84
93,26.67
11,42.15
66,21.39
18,33.14
60,28.51
73,27.78
136,40.89
110,22.45
167,32.84
148,23.87
186,41.81
98,24.77
187,21.25
152,41.80
27,30.66
194,33.93
54,32.63
16,43.91
185,27.55
167,32.19
121,28.81
137,41.36
108,41.83
144,42.16
172,33.24
59,23.28
82,32.60
124,26.83
175,21.74
27,40.81
80,35.66
104,24.67
33,22.28
99,20.21
84,37.98
108,27.22
166,41.75
117,29.26
121,29.04
37,38.47
89,33.22
72,20.88
96,26.61
178,42.71
12,31.67
120,37.26
19,24.12
185,41.19
12,39.41
73,40.50
133,21.93
43,43.16
123,42.40
188,23.58
139,26.20
64,21.59
150,41.89
179,36.91
186,34.07
100,39.59
65,28.31
133,29.27
62,38.12
128,41.55
155,21.88
109,39.35
152,24.01
67,42.14
198,40.15
101,40.03
180,23.16
100,22.30
40,28.60
93,36.74
93,35.47
178,31.60
64,43.93
135,20.76
113,36.20
124,40.51
136,42.09
45,36.33
15,34.66
169,27.83
178,21.18
26,35.88
167,31.85
169,22.24
156,41.77
82,36.82
195,31.81
126,29.16
82,25.23
63,37.67
142,32.62
175,27.85
88,38.60
56,25.92
107,20.75
49,25.12
89,35.93
162,28.53
172,24.03
73,41.37
147,40.65
44,25.74
5,39.04
8,26.71
146,28.82
124,25.13
64,25.47
183,35.41
4,20.80
168,34.84
85,25.90
186,41.72
4,41.07
45,39.75
32,41.80
41,22.70
142,33.18
24,33.37
13,41.81
1,35.81
61,26.50
85,25.05
100,28.26
25,23.70
39,25.66
119,34.46
164,38.66
1,31.33
117,28.04
130,27.41
130,42.92
61,42.06
70,28.54
146,23.15
73,40.84
109,33.16
155,32.61
174,29.35
118,40.77
30,35.54
16,40.55
29,39.09
114,38.59
168,24.72
171,26.98
164,42.26
120,28.19
144,22.92
57,20.45
48,20.12
154,31.89
166,41.78
131,21.20
69,34.70
125,37.03
182,36.24
176,21.63
200,41.30
134,37.35
185,28.18
29,26.43
184,33.42
190,40.60
69,20.74
140,43.93
153,37.39
10,37.38
61,27.06
107,29.61
38,41.25
147,29.01
40,24.55
118,25.25
137,33.40
111,36.81
79,43.63
40,23.85
152,38.90
104,29.73
7,35.79
135,39.44
36,34.99
30,31.66
135,37.83
76,38.62
118,38.17
121,37.23
106,41.84
80,38.46
158,39.40
129,38.86
116,41.09
118,41.65
40,26.38
137,33.64
166,36.26
62,33.87
45,25.83
194,29.60
91,23.85
33,27.94
185,22.55
33,20.50
128,32.80
185,29.25
117,25.90
179,30.05
110,42.07
131,31.42
130,27.00
36,32.09
172,42.40
52,39.70
36,37.09
17,34.19
61,43.29
88,23.76
43,34.05
46,24.51
81,20.11
35,29.31
156,30.74
173,20.82
70,21.72
4,32.64
166,34.24
12,24.09
35,42.32
154,39.50
124,33.88
79,38.53
186,42.27
168,22.55
184,30.71
31,38.05
70,31.63
23,22.54
44,34.05
187,22.77
166,42.03
106,41.70
134,39.26
163,36.18
24,29.61
160,25.04
110,31.41
85,38.32
164,36.62
43,42.41
191,40.82
147,39.04
50,22.52
196,32.37
9,35.20
90,34.61
119,43.70
36,38.16
116,32.84
197,41.37
126,29.75
163,28.00
110,21.85
165,38.21
174,42.44
59,37.98
77,35.40
130,40.13
188,42.35
183,28.96
159,23.36
148,42.27
162,21.95
14,24.09
169,34.77
90,29.11
18,43.07
32,34.42
63,32.17
76,25.22
107,25.85
110,29.72
187,33.34
174,30.05
109,34.37
54,37.98
87,37.60
125,21.81
69,41.83
103,42.13
17,33.89
191,26.87
149,31.33
44,38.79
122,34.36
184,30.44
20,41.88
175,28.07
105,34.24
149,23.55
187,31.34
65,29.29
173,20.16
132,38.75
196,23.51
133,28.36
162,31.63
109,29.27
126,25.18
91,35.32
178,32.20
162,35.24
153,21.26
90,30.03
142,31.10
175,24.35
181,43.68
65,36.97
2,41.99
111,27.87
146,29.73
32,24.38
174,36.39
144,37.01
180,20.31
130,33.64
136,30.42
156,43.18
36,28.96
158,27.54
16,23.87
85,20.68
15,22.18
60,41.23
23,35.77
24,38.95
92,22.52
29,34.63
145,29.00
90,41.81
129,36.57
147,41.10
34,28.93
186,32.48
6,30.25
106,33.08
25,37.19
131,37.84
21,34.66
171,39.33
197,43.80
191,24.60
155,22.97
25,41.06
153,24.12
145,31.16
159,38.49
69,38.86
182,34.41
68,37.02
179,20.68
36,23.10
97,30.66
104,37.49
39,33.60
152,32.74
28,38.27
51,23.40
77,31.90
62,28.39
182,25.92
140,29.81
175,21.37
119,37.39
108,20.47
20,20.07
116,38.29
63,28.35
132,20.61
77,23.59
82,31.22
161,27.96
5,35.02
86,29.59
161,25.62
26,38.63
60,27.43
137,42.56
60,26.40
132,26.95
73,23.89
81,37.53
144,41.19
91,21.31
73,36.59
178,40.02
138,34.89
186,20.39
45,22.78
140,27.58
39,22.41
144,23.10
147,27.27
170,32.75
47,32.13
26,29.03
7,34.65
70,31.75
178,31.26
104,40.64
34,20.84
80,25.20
14,27.62
174,23.79
139,32.74
28,22.77
99,41.39
2,42.71
162,22.65
109,32.11
116,21.40
136,24.74
5,36.95
71,27.14
4,39.68
92,41.66
199,28.56
13,35.39
104,22.75
133,34.32
129,25.92
82,23.43
63,28.76
28,39.35
162,30.23
126,37.53
90,26.28
122,35.33
26,39.82
35,32.98
130,28.78
91,37.50
167,27.64
23,29.17
99,39.74
189,39.59
55,27.15
64,23.25
195,23.00
8,20.63
107,24.68
189,30.83
117,34.15
115,37.68
23,37.01
162,37.32
191,33.95
40,22.02
182,40.89
122,33.49
94,24.52
92,43.39
165,30.01
22,32.15
41,42.79
173,29.44
66,41.60
23,36.27
109,29.50
66,27.79
181,41.06
8,33.61
146,39.86
25,31.93
126,21.27
146,24.52
96,30.55
131,36.64
58,33.36
12,21.40
33,31.27
194,25.51
37,29.38
39,38.80
157,24.93
175,39.70
149,39.77
194,24.27
174,39.34
143,32.49
67,36.11
114,34.11
122,31.04
155,29.23
13,20.21
118,21.14
152,27.65
159,30.99
125,22.41
149,22.68
58,26.90
90,39.43
173,39.87
150,41.95
123,23.74
43,26.45
83,37.47
198,40.69
61,37.29
86,42.31
192,32.70
53,43.78
194,29.60
111,20.70
167,41.61
39,38.64
44,33.97
131,33.75
143,28.13
23,30.17
74,28.27
4,21.44
111,30.67
147,32.75
24,39.47
156,23.57
60,41.41
177,32.24
88,32.07
83,29.83
136,43.07
88,38.49
185,39.35
152,30.54
90,43.22
190,31.26
169,38.16
133,33.72
167,28.52
158,43.15
66,28.12
135,41.29
73,21.83
29,21.46
34,38.44
88,42.43
194,40.35
157,39.77
91,28.42
73,24.02
190,36.92
163,37.23
33,32.00
88,24.30
195,21.10
189,29.01
195,24.23
167,35.91
153,40.56
107,27.73
133,38.03
120,32.88
191,27.47
69,33.27
12,31.26
17,43.36
81,43.49
188,28.32
53,23.16
59,39.40
156,32.47
97,41.99
157,23.42
58,20.42
151,40.95
133,37.29
183,26.21
172,40.25
68,28.71
38,36.16
48,31.17
26,41.78
69,26.07
67,35.15
32,29.92
22,30.90
21,24.86
68,29.90
41,25.67
32,42.06
70,24.02
151,39.66
187,37.91
46,40.59
46,26.39
193,39.03
74,24.69
108,35.95
150,23.53
124,37.52
122,22.85
184,29.08
191,27.26
152,33.76
77,25.88
158,20.50
16,28.58
13,22.14
166,20.52
49,24.44
95,31.65
84,31.65
169,39.37
140,37.05
190,26.72
114,27.83
165,37.36
193,21.92
62,40.99
42,36.05
70,32.21
39,41.74
81,26.08
38,26.93
193,31.52
117,27.66
86,42.97
7,28.76
80,35.92
80,20.24
184,36.84
182,24.62
172,38.12
185,42.56
161,38.06
10,28.10
91,34.53
179,23.56
123,22.73
122,36.67
132,33.23
125,25.29
3,39.88
128,36.09
136,34.29
93,23.51
39,42.80
102,37.91
80,30.54
134,38.60
55,35.37
121,43.47
33,21.59
190,24.83
191,27.03
180,43.78
64,33.13
16,40.35
183,36.26
58,38.30
129,41.65
84,33.44
154,39.98
168,30.52
46,28.92
167,22.98
164,20.14
92,36.72
91,43.00
91,27.18
49,43.40
149,30.16
17,39.70
73,34.45
18,27.28
143,20.27
114,25.84
106,42.57
55,30.84
78,31.09
67,34.92
34,20.76
99,23.61
187,36.59
4,35.26
51,27.67
30,24.40
45,35.66
74,37.50
77,32.95
163,38.81
194,23.00
24,20.62
168,41.79
111,34.83
62,24.69
57,22.47
150,26.67
118,43.45
14,26.52
82,39.25
65,28.99
189,39.85
30,39.37
84,21.59
136,23.01
116,26.95
199,28.46
139,40.60
11,35.35
118,29.18
109,29.41
12,24.63
52,39.13
128,39.76
144,32.71
123,36.07
162,24.73
173,34.30
160,26.68
51,40.72
99,29.80
91,43.39
132,43.41
175,43.48
101,20.29
27,30.68
31,30.74
98,38.89
111,35.99
107,42.71
113,24.49
63,33.09
108,29.14
150,33.70
50,24.37
172,32.46
164,34.13
110,42.48
81,23.99
158,26.21
180,36.09
119,24.58
176,33.93
18,41.39
141,23.24
128,38.62
146,22.18
47,21.99
150,34.86
10,26.82
93,21.25
123,23.85
58,28.70
153,29.68
32,43.18
51,41.51
138,33.81
19,29.10
39,31.07
143,32.30
24,21.34
183,25.58
22,31.98
192,36.24
48,42.61
37,32.62
2,35.60
175,27.15
32,31.63
22,33.72
193,39.82
183,25.24
6,22.14
42,38.73
117,38.89
166,29.00
82,21.64
88,34.45
47,38.99
127,30.55
118,27.19
88,38.27
153,22.53
134,41.87
99,20.31
185,21.17
135,25.03
3,30.63
174,43.93
184,24.60
158,31.00
158,31.61
65,37.09
130,34.96
176,35.71
168,38.13
65,34.43
153,27.86
106,26.02
124,26.35
177,26.27
132,25.97
148,31.61
196,31.60
118,37.63
26,26.87
43,43.16
135,31.01
62,33.65
22,38.49
32,41.56
189,28.53
131,21.86
18,42.22
127,21.83
84,21.18
40,34.42
131,37.30
65,20.64
125,23.02
180,27.67
81,42.26
7,38.32
144,30.04
76,38.66
57,29.24
104,28.23
139,39.14
113,43.92
37,34.50
116,22.66
26,20.90
181,28.31
15,30.21
11,23.60
171,31.38
45,27.72
187,23.80
193,21.88
125,30.21
139,34.88
193,41.26
171,31.85
60,39.93
2,38.59
183,22.68
120,23.85
143,38.92
80,25.97
100,43.02
35,20.57
44,43.90
111,25.53
29,37.33
19,30.71
95,38.76
135,34.94
11,24.99
76,22.56
27,30.52
172,41.01
93,30.11
50,39.07
14,33.56
133,29.35
136,40.91
169,23.55
124,20.77
118,29.99
150,38.18
5,29.08
149,43.17
55,39.92
26,28.32
14,23.44
119,38.46
94,29.51
8,28.13
176,23.40
179,32.33
182,34.38
174,26.48
187,21.81
14,24.69
88,42.48
139,26.78
34,22.95
181,36.53
8,21.46
132,29.29
50,25.49
147,39.49
123,36.51
29,39.85
8,30.68
49,38.23
91,28.71
107,25.40
105,27.87
27,30.19
118,31.32
101,26.36
66,39.11
27,37.71
35,36.98
60,25.62
56,31.06
30,34.83
15,32.97
46,23.64
67,25.55
22,26.88
124,37.77
79,33.33
46,38.80
107,29.16
67,35.95
46,33.78
187,22.31
41,31.88
158,34.90
24,33.07
131,30.89
139,23.26
59,29.14
174,42.68
165,21.54
35,41.41
45,38.65
146,38.01
66,36.17
165,40.74
20,24.88
32,38.58
170,43.28
9,30.23
51,38.59
20,43.44
151,24.06
1,38.86
36,34.84
42,38.61
91,27.82
176,29.61
146,24.64
194,30.36
7,20.74
200,37.45
158,30.14
145,38.30
186,35.19
193,23.11
38,25.84
161,22.98
51,20.52
121,38.32
140,30.09
88,38.06
82,43.11
115,26.11
85,22.42
136,25.19
74,41.17
40,25.70
79,39.70
150,27.96
164,37.48
111,41.99
88,43.94
79,33.51
100,30.44
81,21.05
104,43.80
27,26.01
173,25.63
71,21.63
33,43.67
23,38.47
56,22.31
154,35.73
157,31.20
127,32.66
29,40.87
47,31.45
62,37.52
103,41.77
85,32.13
167,42.04
147,24.25
13,20.17
79,23.35
178,33.21
97,28.75
55,38.00
96,42.16
151,32.83
68,30.77
166,36.92
194,39.33
135,34.09
131,20.17
176,39.32
179,22.01
23,40.87
121,34.71
114,26.62
159,34.84
88,20.87
165,38.48
191,35.00
164,26.85
24,37.25
88,32.78
37,20.81
63,27.47
143,21.31
81,29.30
126,24.72
19,37.57
85,20.29
54,34.64
47,20.34
70,33.23
140,37.41
171,39.78
19,29.58
67,42.92
102,37.15
16,21.81
82,32.64
65,40.75
63,35.33
122,33.60
102,20.58
178,34.17
89,27.55
21,40.49
125,32.81
186,29.13
132,22.03
84,21.17
171,34.71
157,27.40
182,43.20
54,38.46
108,31.09
43,26.20
3,35.74
22,20.80
135,24.90
188,23.95
171,38.11
56,36.89
93,30.14
26,31.80
182,20.33
42,40.31
48,36.34
153,23.00
39,23.97
198,43.47
69,30.48
83,23.49
85,27.10
124,42.08
65,31.33
80,30.24
191,43.33
78,29.87
114,21.63
28,33.49
116,40.70
1,41.07
140,20.75
71,38.84
160,24.80
5,30.33
135,28.28
135,20.29
148,42.44
10,30.80
3,43.12
187,38.11
47,39.31
173,22.80
114,23.33
146,28.32
153,21.73
11,39.71
49,42.87
129,35.28
98,26.07
114,20.13
191,22.78
150,27.25
185,31.45
34,31.18
140,39.96
76,41.61
82,23.95
151,27.51
88,31.09
171,27.29
15,25.28
26,30.22
140,31.01
194,23.80
100,27.07
99,26.23
187,38.37
178,34.36
149,34.40
152,38.79
194,23.85
190,35.53
11,30.91
82,23.58
107,29.04
52,21.54
105,27.27
56,21.00
167,24.02
57,36.76
47,21.85
23,23.69
6,34.14
110,31.22
75,29.93
17,36.32
169,22.36
79,28.44
101,26.35
23,22.28
75,20.48
167,42.05
134,41.45
136,31.22
111,26.65
115,26.34
174,22.13
194,34.25
116,37.98
69,38.74
12,28.65
113,30.19
191,24.77
72,36.83
37,41.45
196,35.75
156,34.06
10,40.67
165,37.80
86,36.73
71,31.84
198,38.46
131,34.44
128,27.44
110,39.22
7,30.41
200,22.58
83,26.59
174,21.98
171,28.12
84,38.89
7,40.32
70,26.58
160,40.71
169,33.89
185,24.76
115,24.73
105,23.68
110,30.73
150,35.35
5,35.76
144,22.63
115,39.73
23,35.00
146,43.90
77,25.64
3,25.63
183,31.96
184,35.10
58,36.12
63,21.56
33,38.11
9,38.97
39,25.11
72,21.57
157,20.23
64,38.79
28,41.09
104,29.64
106,30.12
185,28.85
158,26.65
74,30.52
61,31.24
114,21.10
37,31.13
73,43.19
172,30.64
32,32.27
24,36.41
106,32.25
149,42.75
29,22.08
73,28.14
108,40.79
99,27.98
142,34.75
173,27.14
197,22.37
29,26.27
62,36.50
153,29.53
112,38.84
89,29.92
126,22.89
172,40.85
108,33.75
14,32.06
133,31.39
6,40.59
93,24.39
130,28.34
54,28.78
172,27.22
168,28.48
123,42.64
161,30.19
77,38.02
81,23.24
136,32.94
132,24.76
140,41.22
7,25.05
169,33.31
138,21.78
195,27.94
197,26.14
62,31.89
108,21.38
185,25.30
112,42.93
174,43.94
178,36.51
139,22.11
68,27.79
157,38.29
126,29.95
184,32.01
64,20.28
6,23.24
30,39.01
100,31.94
79,34.43
147,43.89
27,30.57
182,23.60
157,25.07
126,38.45
139,23.95
155,29.23
36,25.79
20,38.12
4,24.01
148,37.15
1,27.08
25,23.86
152,31.15
44,42.72
6,31.11
192,22.56
34,32.24
134,29.67
44,31.90
63,30.35
143,24.05
64,27.83
58,28.55
174,36.64
190,40.88
16,26.62
72,39.56
154,42.43
22,40.18
149,37.42
24,34.15
188,41.61
42,31.78
123,43.66
73,20.92
150,34.05
191,30.84
146,35.13
67,34.66
60,29.86
66,33.44
14,29.30
176,23.14
10,30.90
129,42.45
196,22.66
41,27.63
85,41.93
171,43.64
177,24.61
98,38.56
59,20.94
162,34.17
17,30.46
186,26.56
133,26.27
179,35.34
154,42.35
36,22.45
99,40.26
35,26.50
157,40.84
35,33.54
100,31.13
107,28.51
63,26.43
2,21.58
70,33.09
60,20.43
55,37.17
124,21.93
132,21.35
38,36.05
106,30.88
28,25.43
114,26.68
132,25.00
188,32.00
116,31.55
158,21.16
194,28.26
3,41.16
120,31.27
161,28.01
123,41.77
56,38.33
4,35.79
36,28.06
56,32.66
41,32.65
174,34.60
154,39.02
169,39.99
74,40.95
117,29.34
110,25.91
104,28.07
22,20.11
45,36.43
52,29.35
120,37.91
13,26.94
12,41.95
50,27.56
156,43.44
79,22.85
51,36.07
75,23.28
34,28.25
157,38.75
133,27.67
94,38.00
111,33.19
88,31.73
97,40.13
49,27.03
161,35.32
139,35.41
154,41.49
27,21.85
133,23.95
119,27.01
81,21.14
147,42.55
19,30.68
167,42.40
96,35.03
168,34.89
15,40.00
21,35.00
124,40.05
76,43.02
6,28.89
4,34.98
156,42.02
82,38.46
57,38.70
87,36.14
35,30.85
49,33.29
107,35.32
150,27.92
8,39.62
149,33.41
173,30.46
178,38.62
133,31.07
17,35.53
10,27.45
181,42.38
85,30.34
131,35.39
142,29.59
98,21.78
175,38.70
47,26.78
96,30.46
61,39.88
89,41.34
2,28.38
23,28.74
189,29.06
95,28.37
169,30.98
75,30.91
129,30.21
164,30.30
48,33.77
127,33.56
31,39.82
197,27.20
187,35.74
134,25.52
93,37.85
161,32.11
109,25.04
141,27.75
193,42.27
153,32.33
40,37.98
95,34.51
13,40.67
92,43.96
57,22.54
108,35.69
70,20.50
63,27.76
63,43.52
82,24.54
107,23.51
75,42.57
53,28.15
196,31.18
106,22.81
149,23.33
91,43.28
187,27.58
145,32.40
8,42.98
186,35.63
13,33.20
79,32.13
66,39.62
47,38.16
38,34.75
107,23.02
34,40.33
169,40.95
122,27.37
45,34.12
191,43.90
175,34.14
20,23.74
37,41.24
43,38.41
77,23.31
139,21.65
179,26.44
74,40.42
130,24.61
70,32.12
113,26.20
97,31.93
69,33.47
43,34.98
38,21.82
132,41.60
183,21.05
58,35.74
3,37.12
82,37.45
77,37.36
99,25.29
82,35.95
121,38.99
39,38.55
101,31.46
155,27.16
92,39.53
55,33.60
95,23.97
63,43.20
111,24.28
65,42.47
27,34.43
108,31.93
12,21.75
35,29.26
183,32.86
186,37.30
79,39.63
93,42.26
169,23.25
62,20.00
132,35.29
106,28.74
9,42.50
86,41.62
72,29.24
179,31.56
35,24.08
78,20.20
31,20.85
116,40.83
93,35.49
5,22.07
171,23.03
76,26.51
168,37.65
147,20.23
109,28.15
83,33.85
96,43.08
100,41.12
65,23.18
55,43.43
123,28.21
151,25.98
58,21.61
146,35.68
136,37.67
7,43.98
83,43.06
200,35.92
13,27.18
145,26.42
59,36.67
23,30.93
106,35.80
159,38.44
188,33.26
28,43.16
105,32.32
34,35.32
69,37.45
165,35.35
138,29.25
57,32.17
142,42.71
184,22.89
157,35.14
72,29.65
171,28.57
127,42.74
6,20.51
179,26.28
3,36.28
25,32.62
41,39.83
106,38.58
109,35.91
189,24.20
95,29.01
190,26.43
17,28.52
69,36.23
23,26.67
154,35.09
112,30.89
13,25.63
168,37.57
164,38.27
124,25.14
47,35.72
22,39.76
179,24.47
69,33.81
113,29.98
12,28.63
162,22.88
64,34.28
90,35.79
183,32.34
23,31.08
66,23.45
121,28.54
177,23.08
160,38.16
179,42.08
95,35.33
93,35.96
197,31.50
25,37.63
23,42.77
133,21.43
58,42.15
171,40.97
32,41.51
191,31.54
78,26.71
193,36.95
86,25.35
121,30.66
107,22.56
112,24.16
112,22.77
190,33.89
152,20.51
115,41.52
108,30.79
94,42.42
109,41.87
200,25.60
17,39.22
198,25.49
126,39.16
35,29.45
111,30.33
136,42.69
69,33.38
93,20.08
98,38.45
196,28.84
145,33.78
6,23.47
191,29.47
41,34.76
154,20.79
45,27.03
53,30.10
124,32.68
44,26.68
19,29.47
27,31.59
116,22.16
171,31.26
43,30.37
197,41.80
69,35.32
44,31.08
19,26.11
176,22.01
